GRIN_Accession,observation_value
PI506701,IV
PI506705,IV
PI506715,IV
PI506716,IV
PI506727,IV
PI506728,IV
PI506731,IV
PI506734,IV
PI506765,IV
PI506770,IV
PI506779,IV
PI506784,IV
PI506789,IV
PI506808,IV
PI506809,IV
PI506814,IV
PI506815,IV
PI506816,IV
PI506819,IV
PI506833,IV
PI506842,IV
PI506847,IV
PI506848,IV
PI506849,IV
PI506850,IV
PI506852,IV
PI506853,IV
PI506862,IV
PI506863,IV
PI506865,IV
PI506866,IV
PI506867,IV
PI506868,IV
PI506869,IV
PI506892,IV
PI506903,IV
PI506906,IV
PI506911,IV
PI506912,IV
PI506916,IV
PI506917,IV
PI506918,IV
PI506927,IV
PI506928,IV
PI506931,IV
PI506932,IV
PI506933,IV
PI506935,IV
PI506937,IV
PI506951,IV
PI506954,IV
PI506973,IV
PI506989,IV
PI506992,IV
PI506993,IV
PI506994,IV
PI506998,IV
PI507021,IV
PI507022,IV
PI507025,IV
PI507026,IV
PI507028,IV
PI507047,IV
PI507051,IV
PI507053,IV
PI507060,IV
PI507061,IV
PI507064,IV
PI507065,IV
PI507066,IV
PI507067,IV
PI507072,IV
PI507073,IV
PI507086,IV
PI507092,IV
PI507093,IV
PI507097,IV
PI507100,IV
PI507101,IV
PI507104,IV
PI507106,IV
PI507107,IV
PI507123,IV
PI507131,IV
PI507134,IV
PI507141,IV
PI507145,IV
PI507148,IV
PI507149,IV
PI507150,IV
PI507151,IV
PI507152,IV
PI507153,IV
PI507158,IV
PI507160,IV
PI507163,IV
PI507166,IV
PI507172,IV
PI507173,IV
PI507175,IV
PI507176,IV
PI507178,IV
PI507179,IV
PI507180,IV
PI507182,IV
PI507188,IV
PI507190,IV
PI507204,IV
PI507213,IV
PI507222,IV
PI507244,IV
PI507245,IV
PI507253,IV
PI507255,IV
PI507265,IV
PI507268,IV
PI507271,IV
PI507272,IV
PI507291,IV
PI507309,IV
PI507311,IV
PI507312,IV
PI507313,IV
PI507316,IV
PI507317,IV
PI507318,IV
PI507325,IV
PI507332,IV
PI507334,IV
PI507339,IV
PI507341,IV
PI507363,IV
PI507364,IV
PI507367,IV
PI507368,IV
PI507369,IV
PI507370,IV
PI507379,IV
PI507382,IV
PI507383,IV
PI507384,IV
PI507385,IV
PI507386,IV
PI507387,IV
PI507390,IV
PI507392,IV
PI507395,IV
PI507396,IV
PI507398,IV
PI507400,IV
PI507404,IV
PI507405,IV
PI507407,IV
PI507408,IV
PI507411,IV
PI507412,IV
PI507413,IV
PI507415,IV
PI507418,IV
PI507419,IV
PI507424,IV
PI507425,IV
PI507430,IV
PI507431,IV
PI507432,IV
PI507434,IV
PI507435,IV
PI507436,IV
PI507440,IV
PI507443,IV
PI507445,IV
PI507446,IV
PI507447,IV
PI507448,IV
PI507449,IV
PI507455,IV
PI507456,IV
PI507458,IV
PI507460,IV
PI507461,IV
PI507464,IV
PI507465,IV
PI507466,IV
PI507467,IV
PI507468,IV
PI507480,IV
PI507481,IV
PI507483,IV
PI507492,IV
PI507493,IV
PI507494,IV
PI507501,IV
PI507502,IV
PI507527,IV
PI507528,IV
PI507535,IV
PI507540,IV
PI507541,IV
PI507553,IV
PI507563,IV
PI507564,IV
PI507569,IV
PI507571,IV
PI507573,IV
PI508269,IV
PI508269,IV
PI508293,IV
PI509075,IV
PI509079,IV
PI509083,IV
PI509085,IV
PI509087,IV
PI509088,IV
PI509089,IV
PI509105,IV
PI509107,IV
PI509111,IV
PI509112,IV
PI510670,IV
PI510670,IV
PI512039,IV
PI512039,IV
PI515961,IV
PI518290,IV
PI518663,IV
PI518668,IV
PI518673,IV
PI518719,IV
PI518720,IV
PI520733,IV
PI525454,IV
PI531520,IV
PI532437,IV
PI532459,IV
PI533654,IV
PI534646,IV
PI536636,IV
PI536636,IV
PI538376,IV
PI538378,IV
PI538380,IV
PI538383,IV
PI539936,IV
PI539936,IV
PI540555,IV
PI540877,IV
PI540884,IV
PI543793,IV
PI543794,IV
PI543794,IV
PI543794,IV
PI543856,IV
PI543856,IV
PI543856,IV
PI543856,IV
PI543934,IV
PI547896,IV
PI548297,IV
PI548299,IV
PI548301,IV
PI548309,IV
PI548314,IV
PI548321,IV
PI548323,IV
PI548327,IV
PI548330,IV
PI548334,IV
PI548337,IV
PI548339,IV
PI548342,IV
PI548343,IV
PI548344,IV
PI548346,IV
PI548350,IV
PI548351,IV
PI548358,IV
PI548359,IV
PI548364,IV
PI548386,IV
PI548390,IV
PI548392,IV
PI548400,IV
PI548401,IV
PI548402,IV
PI548408,IV
PI548409,IV
PI548410,IV
PI548413,IV
PI548415,IV
PI548422,IV
PI548427,IV
PI548428,IV
PI548429,IV
PI548430,IV
PI548431,IV
PI548514,IV
PI548517,IV
PI548518,IV
PI548532,IV
PI548533,IV
PI548538,IV
PI548541,IV
PI548541,IV
PI548541,IV
PI548541,IV
PI548546,IV
PI548547,IV
PI548548,IV
PI548549,IV
PI548549,IV
PI548555,IV
PI548555,IV
PI548555,IV
PI548559,IV
PI548563,IV
PI548563,IV
PI548563,IV
PI548586,IV
PI548598,IV
PI548602,IV
PI548603,IV
PI548604,IV
PI548606,IV
PI548613,IV
PI548619,IV
PI548619,IV
PI548622,IV
PI548622,IV
PI548622,IV
PI548622,IV
PI548626,IV
PI548627,IV
PI548627,IV
PI548627,IV
PI548633,IV
PI548636,IV
PI548645,IV
PI548669,IV
PI548671,IV
PI548674,IV
PI548675,IV
PI548678,IV
PI548679,IV
PI548679,IV
PI548682,IV
PI548682,IV
PI548685,IV
PI548685,IV
PI549017,IV
PI549022,IV
PI549040,IV
PI549043,IV
PI549063,IV
PI549065,IV
PI550731,IV
PI553051,IV
PI556475,IV
PI556528,IV
PI556533,IV
PI556540,IV
PI556541,IV
PI556546,IV
PI556549,IV
PI556550,IV
PI556551,IV
PI556560,IV
PI556562,IV
PI556566,IV
PI556567,IV
PI556569,IV
PI556576,IV
PI556581,IV
PI556589,IV
PI556590,IV
PI556595,IV
PI556596,IV
PI556616,IV
PI556618,IV
PI556625,IV
PI556629,IV
PI556631,IV
PI556645,IV
PI556659,IV
PI556676,IV
PI556680,IV
PI556688,IV
PI556701,IV
PI556702,IV
PI556723,IV
PI556731,IV
PI556733,IV
PI556734,IV
PI556758,IV
PI556759,IV
PI556760,IV
PI556762,IV
PI556784,IV
PI556811,IV
PI556841,IV
PI556846,IV
PI556851,IV
PI556852,IV
PI556860,IV
PI556886,IV
PI556889,IV
PI556889,IV
PI556901,IV
PI556905,IV
PI556912,IV
PI556913,IV
PI556932,IV
PI556932,IV
PI556949,IV
PI556950,IV
PI559931,IV
PI559932,IV
PI559932,IV
PI559933,IV
PI560206,IV
PI560207,IV
PI560207,IV
PI561191,IV
PI561288,IV
PI561289,IV
PI561293,IV
PI561303,IV
PI561325,IV
PI561334,IV
PI561364,IV
PI561365,IV
PI561371,IV
PI564525,IV
PI565510,IV
PI565512,IV
PI566936,IV
PI567004,IV
PI567182,IV
PI567187,IV
PI567202,IV
PI567237,IV
PI567248,IV
PI567265,IV
PI567287,IV
PI567291,IV
PI567294,IV
PI567297,IV
PI567304,IV
PI567305,IV
PI567307,IV
PI567317,IV
PI567318,IV
PI567324,IV
PI567327,IV
PI567330,IV
PI567331,IV
PI567337,IV
PI567341,IV
PI567348,IV
PI567353,IV
PI567354,IV
PI567358,IV
PI567368,IV
PI567374,IV
PI567387,IV
PI567395,IV
PI567398,IV
PI567416,IV
PI567420,IV
PI567421,IV
PI567422,IV
PI567423,IV
PI567426,IV
PI567427,IV
PI567428,IV
PI567431,IV
PI567434,IV
PI567436,IV
PI567437,IV
PI567438,IV
PI567442,IV
PI567443,IV
PI567449,IV
PI567450,IV
PI567453,IV
PI567455,IV
PI567456,IV
PI567458,IV
PI567460,IV
PI567463,IV
PI567464,IV
PI567467,IV
PI567468,IV
PI567470,IV
PI567471,IV
PI567474,IV
PI567476,IV
PI567477,IV
PI567478,IV
PI567479,IV
PI567490,IV
PI567492,IV
PI567493,IV
PI567496,IV
PI567497,IV
PI567498,IV
PI567500,IV
PI567501,IV
PI567503,IV
PI567509,IV
PI567518,IV
PI567523,IV
PI567527,IV
PI567529,IV
PI567530,IV
PI567531,IV
PI567532,IV
PI567533,IV
PI567534,IV
PI567536,IV
PI567542,IV
PI567544,IV
PI567546,IV
PI567548,IV
PI567551,IV
PI567552,IV
PI567555,IV
PI567556,IV
PI567557,IV
PI567561,IV
PI567564,IV
PI567565,IV
PI567566,IV
PI567567,IV
PI567569,IV
PI567570,IV
PI567571,IV
PI567575,IV
PI567577,IV
PI567579,IV
PI567581,IV
PI567591,IV
PI567596,IV
PI567600,IV
PI567605,IV
PI567606,IV
PI567608,IV
PI567611,IV
PI567612,IV
PI567615,IV
PI567616,IV
PI567622,IV
PI567623,IV
PI567625,IV
PI567626,IV
PI567631,IV
PI567633,IV
PI567636,IV
PI567637,IV
PI567638,IV
PI567639,IV
PI567640,IV
PI567641,IV
PI567643,IV
PI567651,IV
PI567652,IV
PI567653,IV
PI567654,IV
PI567655,IV
PI567656,IV
PI567658,IV
PI567659,IV
PI567662,IV
PI567663,IV
PI567664,IV
PI567665,IV
PI567666,IV
PI567669,IV
PI567672,IV
PI567674,IV
PI567675,IV
PI567677,IV
PI567678,IV
PI567681,IV
PI567685,IV
PI567687,IV
PI567689,IV
PI567691,IV
PI567692,IV
PI567693,IV
PI567694,IV
PI567701,IV
PI567703,IV
PI567704,IV
PI567707,IV
PI567708,IV
PI567709,IV
PI567710,IV
PI567714,IV
PI567715,IV
PI567718,IV
PI567719,IV
PI567721,IV
PI567722,IV
PI567723,IV
PI567724,IV
PI567725,IV
PI567726,IV
PI567728,IV
PI567730,IV
PI567733,IV
PI567734,IV
PI567735,IV
PI567737,IV
PI567740,IV
PI567741,IV
PI567743,IV
PI567745,IV
PI567746,IV
PI567747,IV
PI567748,IV
PI567750,IV
PI567752,IV
PI567754,IV
PI567756,IV
PI567757,IV
PI567758,IV
PI567760,IV
PI567769,IV
PI567772,IV
PI567773,IV
PI567777,IV
PI567781,IV
PI568254,IV
PI572240,IV
PI572281,IV
PI572282,IV
PI573031,IV
PI574477,IV
PI574483,IV
PI574484,IV
PI574485,IV
PI576162,IV
PI576162,IV
PI576166,IV
PI576166,IV
PI576440,IV
PI576440,IV
PI577798,IV
PI578039,IV
PI578297,IV
PI578379,IV
PI578383,IV
PI578440,IV
PI578451,IV
PI578476,IV
PI578490,IV
PI578495,IV
PI583366,IV
PI583745,IV
PI583746,IV
PI584465,IV
PI584468,IV
FC3654-1,IV
FC19976-2,IV
FC19976-1,IV
FC19979-4,IV
FC19979-5,IV
FC19979-6,IV
FC19979-3,IV
FC19979-1,IV
FC19979-7,IV
PI54606-2,IV
PI54606-1,IV
PI54608-4,IV
PI54610-4,IV
PI54615-2,IV
PI60269-2,IV
PI62202-2,IV
PI68679-2,IV
PI69507-1,IV
PI70242-2,IV
PI70466-3,IV
PI79732-4,IV
PI79732-3,IV
PI79825-1,IV
PI79870-6,IV
PI79870-4,IV
PI80466-2,IV
PI80498-1,IV
PI80828-2,IV
PI80828-1,IV
PI80834-2,IV
PI80834-1,IV
PI80847-2,IV
PI81029-1,IV
PI81034-2,IV
PI81034-1,IV
PI81037-5,IV
PI81037-1,IV
PI81042-2,IV
PI81042-1,IV
PI82263-1,IV
PI82312N,IV
PI83881A,IV
PI83945-4,IV
PI84646-2,IV
PI84669N,IV
PI84908-1,IV
PI84946-2,IV
PI84946-1,IV
PI85420-1,IV
PI86078-1,IV
PI86091-1,IV
PI86109B,IV
PI86112-1,IV
PI86134-4,IV
PI86134-2,IV
PI86134-1,IV
PI86138R,IV
PI86457-1,IV
PI86490-4,IV
PI86490-3,IV
PI86903-3,IV
PI86904-1,IV
PI86972-2,IV
PI87600-2,IV
PI87620-1,IV
PI87631-3,IV
PI88302-2,IV
PI88302-1,IV
PI88466-1,IV
PI88490-2,IV
PI88820N,IV
PI89056-2,IV
PI89061-3,IV
PI89154-2,IV
PI90406-1,IV
PI90479-1,IV
PI90479P,IV
PI90490-2,IV
PI90495N,IV
PI90499-2,IV
PI90576-2,IV
PI91100-4,IV
PI91108-2,IV
PI91108-1,IV
PI91121-2,IV
PI91132-3,IV
PI91153-7,IV
PI91153-1,IV
PI91159-4,IV
PI91178-1,IV
PI91725-2,IV
PI91731-1,IV
PI91733-1,IV
PI92641B,IV
PI92688-2,IV
PI92707-2,IV
PI94159B,IV
PI94159-3,IV
PI96169B,IV
PI96194P,IV
PI103419B,IV
PI123577B,IV
PI157487B,IV
PI159923B,IV
PI253651A,IV
PI253651D,IV
PI253651B,IV
PI253652B,IV
PI253652A,IV
PI253653B,IV
PI253656B,IV
PI253656A,IV
PI253661C,IV
PI253665A,IV
PI253665C,IV
PI253665B,IV
PI253666B,IV
PI253666A,IV
PI266806D,IV
PI266807D,IV
PI273483C,IV
PI273483D,IV
PI339864A,IV
PI339865B,IV
PI339865A,IV
PI339868F,IV
PI339868B,IV
PI339868D,IV
PI339868C,IV
PI340053B,IV
PI340053A,IV
PI378682C,IV
PI378682B,IV
PI378682A,IV
PI379562B,IV
PI379562A,IV
PI404173B,IV
PI404173A,IV
PI404179B,IV
PI404179A,IV
PI404198B,IV
PI404198A,IV
PI407658C,IV
PI407658B,IV
PI407658A,IV
PI407772B,IV
PI407772A,IV
PI407773B,IV
PI407773A,IV
PI407778C,IV
PI407778B,IV
PI407778A,IV
PI407781A,IV
PI407781B,IV
PI407786A,IV
PI407788B,IV
PI407788A,IV
PI407795B,IV
PI407795A,IV
PI407805B,IV
PI407805A,IV
PI407805C,IV
PI407805D,IV
PI407806B,IV
PI407806A,IV
PI407818B,IV
PI407818A,IV
PI407821A,IV
PI407832B,IV
PI407832A,IV
PI407833A,IV
PI407845A,IV
PI407845B,IV
PI407861C,IV
PI407867B,IV
PI407867A,IV
PI407868B,IV
PI407868A,IV
PI407869B,IV
PI407869A,IV
PI407872C,IV
PI407872A,IV
PI407875B,IV
PI407877A,IV
PI407877B,IV
PI407892C,IV
PI407892A,IV
PI407898A,IV
PI407902B,IV
PI407902A,IV
PI407907B,IV
PI407913B,IV
PI407913A,IV
PI407914D,IV
PI407914A,IV
PI407914B,IV
PI407914C,IV
PI407918B,IV
PI407918A,IV
PI407927B,IV
PI407927A,IV
PI407932B,IV
PI407932A,IV
PI407937-1,IV
PI407939B,IV
PI407939A,IV
PI407946-2,IV
PI407952B,IV
PI407952A,IV
PI407959B,IV
PI407959A,IV
PI407960B,IV
PI407960A,IV
PI407966B,IV
PI407966A,IV
PI407972C,IV
PI407972B,IV
PI407972A,IV
PI407973A,IV
PI407975A,IV
PI407976B,IV
PI407976A,IV
PI407981C,IV
PI407981A,IV
PI407981B,IV
PI407986A,IV
PI407988B,IV
PI407988A,IV
PI407998C,IV
PI407998A,IV
PI408004-1,IV
PI408010-1,IV
PI408016B,IV
PI408016A,IV
PI408019C,IV
PI408019B,IV
PI408020D,IV
PI408020C,IV
PI408020A,IV
PI408020B,IV
PI408032B,IV
PI408032A,IV
PI408048B,IV
PI408050B,IV
PI408052C,IV
PI408055C,IV
PI408055B,IV
PI408055A,IV
PI408066A,IV
PI408067A,IV
PI408068A,IV
PI408070B,IV
PI408070A,IV
PI408074C,IV
PI408074B,IV
PI408074A,IV
PI408076B,IV
PI408076A,IV
PI408079A,IV
PI408083A,IV
PI408084B,IV
PI408092B,IV
PI408092A,IV
PI408095A,IV
PI408095B,IV
PI408100B,IV
PI408105B,IV
PI408105A,IV
PI408109A,IV
PI408110A,IV
PI408124C,IV
PI408124B,IV
PI408124D,IV
PI408124A,IV
PI408125B,IV
PI408125A,IV
PI408126B,IV
PI408126A,IV
PI408131B,IV
PI408131A,IV
PI408134A,IV
PI408135B,IV
PI408137B,IV
PI408137A,IV
PI408138D,IV
PI408138A,IV
PI408138B,IV
PI408140B,IV
PI408140A,IV
PI408166B,IV
PI408166A,IV
PI408169A,IV
PI408169D,IV
PI408169B,IV
PI408181D,IV
PI408181A,IV
PI408184A,IV
PI408186B,IV
PI408196B,IV
PI408196A,IV
PI408197B,IV
PI408197A,IV
PI408200A,IV
PI408201B,IV
PI408201A,IV
PI408203B,IV
PI408203A,IV
PI408209C,IV
PI408209B,IV
PI408209A,IV
PI408211B,IV
PI408211A,IV
PI408212B,IV
PI408212A,IV
PI408215A,IV
PI408216B,IV
PI408216A,IV
PI408217C,IV
PI408217A,IV
PI408217B,IV
PI408221B,IV
PI408221A,IV
PI408221A,IV
PI408222C,IV
PI408222A,IV
PI408222B,IV
PI408224B,IV
PI408224A,IV
PI408225B,IV
PI408225A,IV
PI408226A,IV
PI408228B,IV
PI408229C,IV
PI408229A,IV
PI408233B,IV
PI408233A,IV
PI408234B,IV
PI408234A,IV
PI408248B,IV
PI408248A,IV
PI408255B,IV
PI408259A,IV
PI408260C,IV
PI408260A,IV
PI408260B,IV
PI408262C,IV
PI408262B,IV
PI408262D,IV
PI408265B,IV
PI408265A,IV
PI408269D,IV
PI408269B,IV
PI408269A,IV
PI408270B,IV
PI408272C,IV
PI408272A,IV
PI408272B,IV
PI408281B,IV
PI408281A,IV
PI408285B,IV
PI408285A,IV
PI408293-1,IV
PI408294A,IV
PI408295B,IV
PI408295A,IV
PI408296A,IV
PI408298B,IV
PI408298A,IV
PI408307C,IV
PI408307A,IV
PI408310B,IV
PI408310A,IV
PI408311-1,IV
PI408318A,IV
PI408319C,IV
PI408319B,IV
PI408319A,IV
PI408327A,IV
PI408332A,IV
PI408335B,IV
PI408335A,IV
PI416769C,IV
PI416769B,IV
PI416769A,IV
PI417033B,IV
PI417033A,IV
PI417086B,IV
PI417086A,IV
PI417102B,IV
PI417102A,IV
PI417135A,IV
PI417179B,IV
PI417179A,IV
PI417324B,IV
PI417345B,IV
PI417345A,IV
PI417414B,IV
PI417472C,IV
PI417472B,IV
PI417472A,IV
PI423728B,IV
PI423728A,IV
PI423730A,IV
PI423736A,IV
PI423747B,IV
PI423748C,IV
PI423748B,IV
PI423752B,IV
PI423752A,IV
PI423753B,IV
PI423753A,IV
PI423756B,IV
PI423756A,IV
PI423769B,IV
PI423796B,IV
PI423796A,IV
PI423798B,IV
PI423799B,IV
PI423799A,IV
PI423808B,IV
PI423808A,IV
PI423826C,IV
PI423827A,IV
PI423830B,IV
PI423830A,IV
PI423833B,IV
PI423833A,IV
PI423837A,IV
PI423845B,IV
PI423845A,IV
PI423863B,IV
PI423863A,IV
PI423882B,IV
PI423887B,IV
PI423890B,IV
PI423890C,IV
PI423914A,IV
PI423930A,IV
PI424154A,IV
PI424154B,IV
PI424155B,IV
PI424156A,IV
PI424159C,IV
PI424159B,IV
PI424164A,IV
PI424168A,IV
PI424168C,IV
PI424168B,IV
PI424169B,IV
PI424169A,IV
PI424171B,IV
PI424171A,IV
PI424172A,IV
PI424179B,IV
PI424179A,IV
PI424188B,IV
PI424188A,IV
PI424214C,IV
PI424214B,IV
PI424214A,IV
PI424217B,IV
PI424217A,IV
PI424219B,IV
PI424219A,IV
PI424220B,IV
PI424220A,IV
PI424221B,IV
PI424221A,IV
PI424222A,IV
PI424227B,IV
PI424227A,IV
PI424229B,IV
PI424229A,IV
PI424232B,IV
PI424232A,IV
PI424234C,IV
PI424234A,IV
PI424234B,IV
PI424237A,IV
PI424247B,IV
PI424249E,IV
PI424249D,IV
PI424249C,IV
PI424249B,IV
PI424250B,IV
PI424250A,IV
PI424251A,IV
PI424255C,IV
PI424255B,IV
PI424255A,IV
PI424257B,IV
PI424257A,IV
PI424269A,IV
PI424270C,IV
PI424270B,IV
PI424270A,IV
PI424272B,IV
PI424272A,IV
PI424273B,IV
PI424273A,IV
PI424274B,IV
PI424274A,IV
PI424277B,IV
PI424277A,IV
PI424278B,IV
PI424278A,IV
PI424281B,IV
PI424281A,IV
PI424284B,IV
PI424284A,IV
PI424285D,IV
PI424285C,IV
PI424285B,IV
PI424285A,IV
PI424294B,IV
PI424294A,IV
PI424296B,IV
PI424296A,IV
PI424299C,IV
PI424299A,IV
PI424299B,IV
PI424300A,IV
PI424309A,IV
PI424324A,IV
PI424335B,IV
PI424335A,IV
PI424342B,IV
PI424342A,IV
PI424347B,IV
PI424347A,IV
PI424348A,IV
PI424348B,IV
PI424348C,IV
PI424349C,IV
PI424349B,IV
PI424349A,IV
PI424357B,IV
PI424357A,IV
PI424364B,IV
PI424364A,IV
PI424368B,IV
PI424370B,IV
PI424370A,IV
PI424386B,IV
PI424386A,IV
PI424402B,IV
PI424402A,IV
PI424405B,IV
PI424405C,IV
PI424406B,IV
PI424406A,IV
PI424444C,IV
PI424444B,IV
PI424462C,IV
PI424462A,IV
PI424462B,IV
PI424472B,IV
PI424472A,IV
PI424481A,IV
PI424481B,IV
PI424484B,IV
PI424484A,IV
PI424487B,IV
PI424487A,IV
PI424488B,IV
PI424489B,IV
PI424489A,IV
PI424491A,IV
PI424493A,IV
PI424499D,IV
PI424499B,IV
PI424499A,IV
PI424499C,IV
PI424504B,IV
PI424504A,IV
PI424517B,IV
PI424517A,IV
PI424521A,IV
PI424523B,IV
PI424523A,IV
PI424535B,IV
PI424535A,IV
PI424546B,IV
PI424546A,IV
PI424549A,IV
PI424549B,IV
PI424555B,IV
PI424555A,IV
PI424558A,IV
PI424569B,IV
PI424590B,IV
PI424590A,IV
PI424605A,IV
PI424608B,IV
PI424608A,IV
PI424611B,IV
PI424611A,IV
PI427088J,IV
PI430598B,IV
PI430598A,IV
PI437109C,IV
PI437110B,IV
PI437126A,IV
PI437127B,IV
PI437127A,IV
PI437695C,IV
PI437711B,IV
PI437788B,IV
PI437845D,IV
PI438302A,IV
PI438304B,IV
PI438308B,IV
PI438489B,IV
PI438489A,IV
PI438496C,IV
PI438507C,IV
PI442007A,IV
PI442007B,IV
PI442012B,IV
PI442012A,IV
PI458024A,IV
PI458045A,IV
PI458051A,IV
PI458051B,IV
PI458053A,IV
PI458053B,IV
PI458060A,IV
PI458060B,IV
PI458061B,IV
PI458062B,IV
PI458065A,IV
PI458065B,IV
PI458067A,IV
PI458067B,IV
PI458070A,IV
PI458070B,IV
PI458072A,IV
PI458074B,IV
PI458074A,IV
PI458085A,IV
PI458090B,IV
PI458090A,IV
PI458112A,IV
PI458112B,IV
PI458169A,IV
PI458169B,IV
PI458171A,IV
PI458171B,IV
PI458172A,IV
PI458175C,IV
PI458175D,IV
PI458175B,IV
PI458202A,IV
PI458202B,IV
PI458203B,IV
PI458203A,IV
PI458230A,IV
PI458236A,IV
PI458244B,IV
PI458244C,IV
PI458306A,IV
PI458307B,IV
PI468408C,IV
PI483082A,IV
PI483082B,IV
PI486354B,IV
PI486354A,IV
PI495017B,IV
PI495017C,IV
PI506581C,IV
PI506581B,IV
PI506590A,IV
PI506590B,IV
PI506590C,IV
PI506590E,IV
PI506590D,IV
PI506733A,IV
PI506840B,IV
PI506840A,IV
PI506864B,IV
PI507062B,IV
PI507071B,IV
PI507071A,IV
PI507082B,IV
PI507082A,IV
PI507082C,IV
PI507089A,IV
PI507089B,IV
PI507095A,IV
PI507167B,IV
PI507268B,IV
PI507286A,IV
PI507286C,IV
PI507286B,IV
PI507320B,IV
PI507320A,IV
PI507406B,IV
PI507406A,IV
PI507441A,IV
PI507441B,IV
PI507442B,IV
PI507442A,IV
PI507718B,IV
PI508296H,IV
PI508296G,IV
PI508296F,IV
PI508296E,IV
PI508296D,IV
PI508296B,IV
PI508296A,IV
PI532455A,IV
PI532455B,IV
PI532460B,IV
PI532460A,IV
PI532462B,IV
PI532466A,IV
PI532466B,IV
PI538385B,IV
PI538385A,IV
PI538386B,IV
PI538401B,IV
PI549027A,IV
PI549030B,IV
PI549042A,IV
PI561287A,IV
PI561292B,IV
PI339735A,IV
PI339735B,IV
PI424006B,IV
PI424006A,IV
PI424038A,IV
PI424051A,IV
PI424051B,IV
PI424091B,IV
PI424091A,IV
PI468396A,IV
PI468396B,IV
PI468397A,IV
PI468397B,IV
PI468398A,IV
PI468398B,IV
PI468398C,IV
PI468399A,IV
PI468399C,IV
PI468399B,IV
PI468400A,IV
PI468400B,IV
PI483071A,IV
PI483071B,IV
PI483460C,IV
PI483462A,IV
PI483462B,IV
PI549045A,IV
PI586981,IV
PI588013,IV
PI588016,IV
PI588025,IV
PI588028,IV
PI588029,IV
PI588030,IV
PI587967,IV
PI587845,IV
PI587804,IV
PI587636,IV
PI587576,IV
PI590232,IV
PI590523,IV
PI590931,IV
PI590932,IV
PI591562,IV
PI408068B,IV
PI567290A,IV
PI567296A,IV
PI567296B,IV
PI567296C,IV
PI567300A,IV
PI567301A,IV
PI567301B,IV
PI567303A,IV
PI567306A,IV
PI567306B,IV
PI567311A,IV
PI567311B,IV
PI567319A,IV
PI567319B,IV
PI567321A,IV
PI567333A,IV
PI567335A,IV
PI567336A,IV
PI567336B,IV
PI567352A,IV
PI567352B,IV
PI567366B,IV
PI567369B,IV
PI567370A,IV
PI567371A,IV
PI567371B,IV
PI567373A,IV
PI567375A,IV
PI567375B,IV
PI567381A,IV
PI567389A,IV
PI567396A,IV
PI567396B,IV
PI567409A,IV
PI567415A,IV
PI567419A,IV
PI567419B,IV
PI567424B,IV
PI567429D,IV
PI567429E,IV
PI567432A,IV
PI567432B,IV
PI567432C,IV
PI567433A,IV
PI567433B,IV
PI567441A,IV
PI567441B,IV
PI567445A,IV
PI567445B,IV
PI567447A,IV
PI567447B,IV
PI567447C,IV
PI567466A,IV
PI567482B,IV
PI567482C,IV
PI567488A,IV
PI567488B,IV
PI567488C,IV
PI567489A,IV
PI567489B,IV
PI567491B,IV
PI567507D,IV
PI567508A,IV
PI567508B,IV
PI567514A,IV
PI567514B,IV
PI567516C,IV
PI567522A,IV
PI567522B,IV
PI567535A,IV
PI567535B,IV
PI567540A,IV
PI567540B,IV
PI567554A,IV
PI567554B,IV
PI567562A,IV
PI567562B,IV
PI567568A,IV
PI567572A,IV
PI567572B,IV
PI567573A,IV
PI567573B,IV
PI567578A,IV
PI567578B,IV
PI567580A,IV
PI567580B,IV
PI567582A,IV
PI567582B,IV
PI567583C,IV
PI567583D,IV
PI567587A,IV
PI567587B,IV
PI567588A,IV
PI567588B,IV
PI567590B,IV
PI567593B,IV
PI567602C,IV
PI567602D,IV
PI567603B,IV
PI567604A,IV
PI567604B,IV
PI567607B,IV
PI567610A,IV
PI567610B,IV
PI567614A,IV
PI567614B,IV
PI567614C,IV
PI567614D,IV
PI567617B,IV
PI567617C,IV
PI567618B,IV
PI567620A,IV
PI567620B,IV
PI567621A,IV
PI567621B,IV
PI567627A,IV
PI567627B,IV
PI567627C,IV
PI567628A,IV
PI567628B,IV
PI567630A,IV
PI567630B,IV
PI567632A,IV
PI567632B,IV
PI567642A,IV
PI567642B,IV
PI567642C,IV
PI567645B,IV
PI567646A,IV
PI567646B,IV
PI567647A,IV
PI567647B,IV
PI567648B,IV
PI567648C,IV
PI567650A,IV
PI567650B,IV
PI567650C,IV
PI567660A,IV
PI567660B,IV
PI567661A,IV
PI567661B,IV
PI567667A,IV
PI567667B,IV
PI567671B,IV
PI567671C,IV
PI567673B,IV
PI567676A,IV
PI567676B,IV
PI567679B,IV
PI567679C,IV
PI567683A,IV
PI567684A,IV
PI567684B,IV
PI567688B,IV
PI567696B,IV
PI567696C,IV
PI567698A,IV
PI567698B,IV
PI567702A,IV
PI567702B,IV
PI567711A,IV
PI567711B,IV
PI567713B,IV
PI567713C,IV
PI567713D,IV
PI567713E,IV
PI567716A,IV
PI567716B,IV
PI567717B,IV
PI567717C,IV
PI567720B,IV
PI567727A,IV
PI567727B,IV
PI567738B,IV
PI567739A,IV
PI567739B,IV
PI567742A,IV
PI567744A,IV
PI567744B,IV
PI567749A,IV
PI567749B,IV
PI567751A,IV
PI567751B,IV
PI567753C,IV
PI567755A,IV
PI567755B,IV
